paper_id	venue	authors	year	title	index_keys	author_keys	abstract
7F30C6C7	International Conference on Data Mining	ning zhong + muneaki ohshima + setsuo ohsuga + y y yao	2001	Interestingness, peculiarity, and multi-database mining	hidden pattern discovery + association rule + peculiarity oriented mining + data mining + association rules + distributed processing + peculiarity rules + relational databases + relevance + filtration + computer science + interestingness + distributed databases + multidatabase mining + exception rules	AuthorProvided Keywords Not Found	In order to discover new, surprising, interesting patterns hidden in data, peculiarity oriented mining and multidatabase mining are required. In the paper, we introduce peculiarity rules as a new class of rules, which can be discovered from a relatively low number of peculiar data by searching the relevance among the peculiar data. We give a formal interpretation and comparison of three classes of rules: association rules, exception rules, and peculiarity rules, as well as describe how to mine more interesting peculiarity rules in multiple databases
7F795E8F	International Conference on Data Mining	karam gouda + mohammed j zaki	2001	Efficiently mining maximal frequent itemsets	progressive focusing + data mining + association rules + frequency + optimisation + computer science + efficient maximal frequent itemset mining + backtracking + backtrack search based algorithm + search space + dataset + diffset propagation + GenMax + search space pruning + maximality checking + optimizations	AuthorProvided Keywords Not Found	We present GenMax, a backtracking search based algorithm for mining maximal frequent itemsets. GenMax uses a number of optimizations to prune the search space. It uses a novel technique called progressive focusing to perform maximality checking, and diffset propagation to perform fast frequency computation. Systematic experimental comparison with previous work indicates that different methods have varying strengths and weaknesses based on dataset characteristics. We found GenMax to be a highly efficient method to mine the exact set of maximal patterns
7DB0BE09	International Conference on Data Mining	virginia wheway	2001	Using boosting to simplify classification models	artificial intelligent + ensemble classifiers + information technology + unseen cases + mathematics + data mining + artificial intelligence + edge analysis + computer science + border region detection + classification model simplification + margin balancing + training data + interpretability + classification error + overfitting + pattern classification + boosting + error analysis + generalisation error + inverse sub-contexts + robustness + diagnostic measures + acoustical engineering + generalisation (artificial intelligence) + margin analysis + modelling + iterations + data set partitioning + mislabelled observations + edge distribution + confounding removal	AuthorProvided Keywords Not Found	"Ensemble classification techniques such as bagging, boosting and arcing algorithms have been shown to lead to reduced classification errors on unseen cases and seem immune to the problem of overfitting. Several explanations for the reduction in generalisation error have been presented, with recent authors defining and applying diagnostics such as ""edge"" and ""margin"". These measures provide insight into the behaviour of ensemble classifiers, but can they be exploited further? In this paper, a four-stage classification procedure in introduced, which is based on an extension of edge and margin analysis. This new procedure allows inverse sub-contexts and difficult border regions to be detected using properties of the edge distribution. It is widely known that ensemble classifiers 'balance' the margin as the number of iterations increases. However, by exploiting this balancing property and flagging observations whose edges (and margins) are not 'balanced', data sets can often be partitioned into sub contexts and the classification can be made more robust as confounding within a data set is removed. In the majority of cases, the sub-contexts detected are inverse to each other or, quite possibly, the smaller sub-context contains mis-labelled observations. The majority of classification techniques have not been adapted to detect contexts within a data set, and the generalisation error reported in studies to date is based on the entire data set and can be improved by partitioning the data set in question. The aim of this study is to move towards interpretability, and it is shown that, by training on a sub-set of the original training data, we gain simplicity of models and reduced generalisation error"
7E324C96	International Conference on Data Mining	eepeng lim + aixin sun	2001	Hierarchical text classification and evaluation	information system + text analysis + top down + leaf categories + topdown level-based classification method + category-similarity measures + hierarchical text evaluation + trees (mathematics) + testing + document + space technology + classification + performance measures + sun + tree graphs + distance-based measures + hierarchical category space + internal categories + hierarchical text classification + Reuters text collection + information systems + category tree	AuthorProvided Keywords Not Found	Hierarchical classification refers to the assignment of one or more suitable categories from a hierarchical category space to a document. While previous work in hierarchical classification focused on virtual category trees where documents are assigned only to the leaf categories, we propose a top-down level-based classification method that can classify documents to both leaf and internal categories. As the standard performance measures assume independence between categories, they have not considered the documents incorrectly classified into categories that are similar to or not far from correct ones in the category tree. We therefore propose category-similarity measures and distance-based measures to consider the degree of misclassification in measuring the classification performance. An experiment has been carried out to measure the performance of our proposed hierarchical classification method. The results showed that our method performs well for a Reuters text collection when enough training documents are given and the new measures have indeed considered the contributions of misclassified documents
809A40DE	International Conference on Data Mining	huan liu + kian lee tan + manoranjan dash	2001	Efficient yet accurate clustering	sampling methods + data analysis + cluster pair merging + tree structure + HAC algorithms + partially overlapping partitioning + data mining + efficient accurate clustering + high-dimensional data + robustness + world wide web + memory requirement + POP + 90-10 rule + high dimensional data + pattern clustering + clustering algorithms + very large databases + labeling + maximum dissimilarity + tree data structures + hierarchical agglomerative clustering algorithms	AuthorProvided Keywords Not Found	The authors show that most hierarchical agglomerative clustering (HAC) algorithms follow a 90-10 rule where roughly 90% iterations from the beginning merge cluster pairs with dissimilarity less than 10% of the maximum dissimilarity. We propose two algorithms: 2-phase and nested, based on partially overlapping partitioning (POP). To handle high-dimensional data efficiently, we propose a tree structure particularly suitable for POP. Extensive experiments show that the proposed algorithms reduce the time and memory requirement of existing HAC algorithms significantly without compromising accuracy
81060C49	International Conference on Data Mining	mohamed bendou + paul munteanu	2001	The EQ framework for learning equivalence classes of Bayesian networks	bayesian network + data mining + essential graphs + generic learning model + bayesian methods + score + learning artificial intelligence + search + directed graph + probability distribution + belief networks + learning (artificial intelligence) + search problems + bayesian networks + databases + processing procedures + algorithm design and analysis + space exploration + testing + operational characterizations + sections + EQ framework + directed graphs + Bayesian networks + equivalence classes + equivalence class learning + algorithm design	AuthorProvided Keywords Not Found	This paper proposes a theoretical and an algorithmic framework for the analysis and the design of efficient learning algorithms which explore the space of equivalence classes of Bayesian network structures. This framework is composed of a generic learning model which uses essential graphs and more general partially directed graphs in order to represent the equivalence classes evaluated during search, operational characterizations of these graphs, processing procedures and formulas for directly calculating their score. The experimental results of the algorithms designed within this framework show that the space of equivalence classes may be explored efficiently and with better results than the classical search in the space of Bayesian network structures
80458B06	International Conference on Data Mining	tadashi nomoto + yuji matsumoto	2001	An experimental comparison of supervised and unsupervised approaches to text summarization	k means clustering + text analysis + text summarization + K-means clustering algorithm + unsupervised text summarization + supervised text summarization + decision tree + learning artificial intelligence + pattern clustering + clustering algorithms + minimum description length principle + decision trees + C4.5 decision tree algorithm + natural languages + k means clustering algorithm + learning (artificial intelligence)	AuthorProvided Keywords Not Found	The paper presents a direct comparison of supervised and unsupervised approaches to text summarization. As a representative supervised method, we use the C4.5 decision tree algorithm, extended with the minimum description length principle (MDL), and compare it against several unsupervised methods. It is found that a particular unsupervised method based on an extension of the K-means clustering algorithm, performs equal to and in some cases superior to the decision tree based method
80E621D1	International Conference on Data Mining	rong chen + krishnamoorthy sivakumar + hillol kargupta	2001	Distributed Web mining using Bayesian networks from multiple data streams	information resources + distributed Web mining + bayesian network + design optimization + scalability issues + collective Bayesian network + web mining + data mining + world wide web + nonlocal variables + web design + web server + bayesian methods + learning artificial intelligence + multiple data streams + response time + distributed algorithms + local variables + collective approach + distributed heterogenous Web-log data streams + local Bayesian network + belief networks + learning (artificial intelligence) + data centralization	AuthorProvided Keywords Not Found	We present a collective approach to mining Bayesian networks from distributed heterogenous Web-log data streams. In this approach we first learn a local Bayesian network at each site using the local data. Then each site identifies the observations that are most likely to be evidence of coupling between local and non-local variables and transmits a subset of these observations to a central site. Another Bayesian network is learnt at the central site using the data transmitted from the local site. The local and central Bayesian networks are combined to obtain a collective Bayesian network that models the entire data. We applied this technique to mining multiple data streams, where data centralization is difficult because of large response time and scalability issues. Experimental results and theoretical justification that demonstrate the feasibility of our approach are presented
7DC3FDDC	International Conference on Data Mining	henry e kyburg	2001	Statistical considerations in learning from data	databases + sampling methods + cognition + data mining + classical statistics + sociotechnical systems + uncertainty handling + reliability theory + uncertainty + objectivity + bayesian methods + learning artificial intelligence + Bayesian statistics + background knowledge + learning from data + probability distribution + bayesian statistics + Bayes methods + learning (artificial intelligence) + objective reliability measure + statistics	AuthorProvided Keywords Not Found	In this paper, we focus on statistics. Classical statistics and Bayesian statistics are both employed in data mining. Both have advantages but both also have severe limitations in this context. We point out some of these limitations as well as some of the advantages. The fact that we may need to take account of evidence both internal and external to the data set presents a difficulty for classical statistics. The need to incorporate an objective measure of reliability creates a difficulty for Bayesian statistics. We outline an approach to uncertainty that promises to capture the best of both worlds by incorporating both background knowledge and objectivity
7F75E223	International Conference on Data Mining	mohamed ben haj rhouma + hichem frigui	2001	A synchronization based algorithm for discovering ellipsoidal clusters in large datasets	cluster number determination + self-organization + color + mathematics + data mining + data subset loading + large color image segmentation + data point representation + oscillator interactions + image segmentation + clustering algorithms + scaling phenomena + self-organising feature maps + synthetic data + ellipsoidal cluster discovery + large data sets + pulse-coupled oscillator synchronization + image colour analysis + scalable clustering approach + oscillations + stability + oscillators + robust method + data analysis + integrate-and-fire oscillators + robustness + self-adjusting systems + synchronization-based algorithm + stable phase-locked subgroups + synchronisation + pattern clustering + self organization + color image + relative point similarity + synchronized oscillator group summarization + memory purging	AuthorProvided Keywords Not Found	This paper introduces a new scalable approach to clustering based on the synchronization of pulse-coupled oscillators. Each data point is represented by an integrate-and-fire oscillator and the interaction between oscillators is defined according to the relative similarity between the points. The set of oscillators self-organizes into stable phase-locked subgroups. Our approach proceeds by loading only a subset of the data and allowing it to self-organize. Groups of synchronized oscillators are then summarized and purged from memory. We show that our method is robust, scales linearly and can determine the number of clusters. The proposed approach is empirically evaluated with several synthetic data sets and is used to segment large color images
7E027131	International Conference on Data Mining	yongdai kim	2002	Convex Hull Ensemble Machine	data mining + accuracy + hilbert spaces + learning artificial intelligence + CHEM + Gradient Boost + hilbert space + Hilbert space + learning (artificial intelligence) + ensemble algorithm + pattern classification + adaboost + solid modeling + output noise + bagging + empirical study + Hilbert spaces + classification + machine learning + convex hull + AdaBoost + Convex Hull Ensemble Machine + regression + decision trees + geometry + statistical analysis + Bagging + statistics	AuthorProvided Keywords Not Found	We propose a new ensemble algorithm called Convex Hull Ensemble Machine (CHEM). CHEM in Hilbert space is developed first and it is modified to regression and classification problems. Empirical studies show that in classification problems CHEM has similar prediction accuracy as AdaBoost, but CHEM is much more robust to output noise. In regression problems, CHEM works competitively with other ensemble methods such as Gradient Boost and Bagging.
72C2027A	International Conference on Data Mining	neil dunstan + r d murison + stephen hodgson	2002	Wavelet based UXO detection	wavelet based UXO detection + pattern classification + large template sets + unexploded ordnance classification + wavelet transforms + data mining + wavelet transform + azimuth + frequency + library + computer science + environmental economics + multidimensional pattern recognition problem + calibration + landmine detection + military computing + pattern recognition	AuthorProvided Keywords Not Found	The detection and classification of unexploded ordnance (UXO) is considered a multidimensional pattern recognition problem. Standard techniques in solving multidimensional detection and classification problems involve using large sets of templates or libraries. This paper shows that by using wavelet transformation a single library will allow a particular class of ordnance to be classified over a range of depths.
72ACB3B1	International Conference on Data Mining	stefano m trisolini + stefano cazzella + luigi dragone	2002	Telecommunications strategic marketing - KDD and economic modeling	profitability + microeconomics + sampling methods + TELECOM Italia + economic impact + data mining + testing + economic modeling + telecommunication computing + decision support systems + telecommunications + Italian deregulation process + econometrics + decision support system + economic model + environmental economics + economic forecasting + residential telecommunications market	AuthorProvided Keywords Not Found	The Italian deregulation process of telecommunications market in the last years has produced a large economic impact since it has altered equilibriums that were established for a long time. In this framework, we notice a strong need for adequate tools to analyze the market and its trends and, at the same time, a lack of specific solutions within the scientific literature, due to the new technical challenges issued by the problem. In particular, in the context of building a Decision Support System (DSS) for the strategic marketing unit of TELECOM Italia (TI) we have devised a new methodology to profitably combine most powerful tools from KDD and Economic Sciences. We have tested our approach by analyzing the residential telecommunications market demand in Italy during the transition from a monopolistic structure to an oligopolistic one. In this paper, we first address the state of the art in DSS design, then we describe the proposed methodology and its application in the case study.
7CE9EAEB	International Conference on Data Mining	t natarajan + se june hong + j r m hosking	2002	Ensemble modeling through multiplicative adjustment of class probability	machine learning data set + UCI dataset + data mining + logistics + APMR + learning artificial intelligence + predictive models + naive bayes + very large databases + training data + niobium + parameter estimation + learning (artificial intelligence) + feature selection + boosting + probability + multiplicative adjustment + bagging + sections + class probability estimation + Adjusted Probability Model + Naive Bayes + additives + feature importance + ensemble modeling + Bayes methods	AuthorProvided Keywords Not Found	We develop a new concept for aggregating items of evidence for class probability estimation. In Naive Bayes, each feature contributes an independent multiplicative factor to the estimated class probability. We modify this model to include an exponent in each factor in order to introduce feature importance. These exponents are chosen to maximize the accuracy of estimated class probabilities on the training data. For Naive Bayes, this modification accomplishes more than what feature selection can. More generally, since the individual features can be the outputs of separate probability models, this yields a new ensemble modeling approach, which we call APM (Adjusted Probability Model), along with a regularized version called APMR.
8140C4D1	International Conference on Data Mining	joseph l hellerstein + genady grabarnik + sheng ma + changshing perng	2002	Progressive and interactive analysis of event data using event miner	application software + pattern analysis + data model + Event Miner + data analysis + data selection + data summarization + data security + data mining + information security + knowledge discovery + information analysis + scalability + data models + computer network + event data mining + data visualisation + categorical data + data visualization + interactive data analysis	AuthorProvided Keywords Not Found	Exploring large data sets typically involves activities that iterate between data selection and data analysis, in which insights obtained from analysis result in new data selection. Further, data analysis needs to use a combination of analysis techniques: data summarization, mining algorithms and visualization. This interweaving of functions arises both from the semantics of what the analyst hopes to achieve and from scalability requirements for dealing with large data volumes. We refer to such a process as a progressive analysis. Herein is described a tool, Event Miner, that integrates data selection, mining and visualization for progressive analysis of temporal, categorical data. We discuss a data model and architecture. We illustrate how our tool can be used for complex mining tasks such as finding patterns not occurring on Monday. Further, we discuss the novel visualization employed, such as visualizing categorical data and the results of data mining. Also, we discuss the extension of the existing mining framework needed to mine temporal events with multiple attributes. Throughout, we illustrate the capabilities of Event Miner by applying it to event data from large computer networks.
80A78742	International Conference on Data Mining	john yen + thomas r ioerger + dwi h widyantoro	2002	An incremental approach to building a cluster hierarchy	data analysis + data mining + information retrieval + information analysis + monotonicity + homogeneity + incremental hierarchical clustering algorithm + pattern clustering + satisfiability + clustering algorithms + hierarchy restructuring process sequence + bottom up + tree data structures + computational time + ontologies + cluster hierarchy + computational complexity	AuthorProvided Keywords Not Found	In this paper we present a novel incremental hierarchical clustering (IHC) algorithm. Our approach aims to construct a hierarchy that satisfies homogeneity and monotonicity properties. Working in a bottom-up fashion, a new instance is placed in the hierarchy and a sequence of hierarchy restructuring processes is performed only in regions that have been affected by the presence of the new instance. The experimental results on a variety of domains demonstrate that our algorithm is not sensitive to input ordering, can produce a quality cluster hierarchy, and is efficient in terms of computational time.
7F27776F	International Conference on Data Mining	shotaro akaho + toshihiro kamishima	2002	Learning from order examples	pattern classification + experimental results + data mining + testing + performance evaluation + learning from order examples task + classification + proper order estimation + sections + regression + sorting + statistical analysis + ordered item set + learning by example + unordered item set	AuthorProvided Keywords Not Found	We advocate a new learning task that deals with orders of items, and we call this the learning from order examples (LOE) task. The aim of the task is to acquire the rule that is used for estimating the proper order of a given unordered item set. The rule is acquired from training examples that are ordered item sets. We present several solution methods for this task, and evaluate the performance and the characteristics of these methods based on the experimental results of tests using both artificial data and realistic data.
81449882	International Conference on Data Mining	phil tse + jiming liu	2002	Mining associated implication networks: computational intermarket analysis	association rule + data analysis + inference + probability + data mining + computer networks + financial market + testing + association rules + inference mechanisms + probabilistic networks + bayesian methods + computer science + technical analysis + associated network structure + financial data processing + belief networks + stock markets + inter market actions + association rules mining + international financial markets	AuthorProvided Keywords Not Found	Current attempts to analyze international financial markets include the use of financial technical analysis and data mining techniques. In this paper, we propose a new approach that incorporates implication networks and association rules to form an associated network structure. The proposed approach explicitly addresses the issue of local vs. global influences between financial markets.
7E5E4CC8	International Conference on Data Mining	shoji hirano + shusaku tsumoto	2002	Mining similar temporal patterns in long time-series data and its application to medicine	temporal sequences + databases + chronic hepatitis dataset + phase-constraint multiscale matching + pattern matching + data analysis + data mining + time-series medical databases + time series + long time-series data + rough clustering + biomedical informatics + pattern clustering + interpretable sequence clusters + disease onset time + similar temporal pattern mining + medical examination results + time series data + medical computing	AuthorProvided Keywords Not Found	Data mining in time-series medical databases has been receiving considerable attention since it provides a way of revealing useful information hidden in the database; for example relationships between temporal course of examination results and onset time of diseases. This paper presents a new method for finding similar patterns in temporal sequences. The method is a hybridization of phase-constraint multiscale matching and rough clustering. Multiscale matching enables us cross-scale comparison of the sequences, namely, it enable us to compare temporal patterns by partially changing observation scales. Rough clustering enable us to construct interpretable clusters of the sequences even if their similarities are given as relative similarities. We combine these methods and cluster the sequences according to multiscale similarity of patterns. Experimental results on the chronic hepatitis dataset showed that clusters demonstrating interesting temporal patterns were successfully discovered.
812B9F40	International Conference on Data Mining	michael r berthold + david e patterson + bemd wiswedel	2002	Neighborgram clustering. Interactive exploration of cluster neighborhoods	pattern analysis + data analysis + histograms + greedy algorithms + prototypes + expert knowledge + algorithm design and analysis + data mining + data set + local histograms + pattern clustering + clustering algorithms + large data sets + bioinformatics + training data + Neighborgrarn + clustering + data visualization + interactive visualization + program visualisation + computational complexity	AuthorProvided Keywords Not Found	We describe an interactive way to generate a set of clusters for a given data set. The clustering is done by constructing local histograms, which can then be used to visualize, select, and fine-tune potential cluster candidates. The accompanying algorithm can also generate clusters automatically, allowing for an automatic or semi-automatic clustering process where the user only occasionally interacts with the algorithm. We illustrate the ability to automatically identify and visualize clusters using NCI's AIDS Antiviral Screen data set.
7E6A64B5	International Conference on Data Mining	jun wang + bei yu + les gasser	2002	Concept tree based clustering visualization with shaded similarity matrices	conceptual clustering + iris + data mining + graphics + cluster interpretations + machine learning + tree graphs + matrix algebra + learning artificial intelligence + pattern clustering + data visualisation + concept tree based clustering visualization + shaded similarity matrices + data visualization + tree data structures + learning (artificial intelligence) + information science + symmetric matrices + statistics	AuthorProvided Keywords Not Found	One problem with existing clustering methods is that the interpretation of clusters may be difficult. Two different approaches have been used to solve this problem: conceptual clustering in machine learning and clustering visualization in statistics and graphics. The purpose of this paper is to investigate the benefits of combining clustering visualization and conceptual clustering to obtain better cluster interpretations. In our research we have combined concept trees for conceptual clustering with shaded similarity matrices for visualization. Experimentation shows that the two interpretation approaches can complement each other to help us understand data better.
7D4F4289	International Conference on Data Mining	vincent ng + fulai chung + takchug fu + robert luk	2002	Evolutionary time series segmentation for stock data mining	time series analysis + optimization problem + pattern matching + time domain + multiple time series + dynamic approach + fitness computation + evolutionary computing + data mining + pattern templates + perceptually important points + stock patterns + optimisation + controllability + optimization + evolutionary time series segmentation + intuitive pattern matching + technical patterns + financial data processing + stock markets + pattern analysis + shape + testing + time series + meaningful symbols + evolutionary computation + stock data mining + Hong Kong stocks	AuthorProvided Keywords Not Found	Stock data in the form of multiple time series are difficult to process, analyze and mine. However, when they can be transformed into meaningful symbols like technical patterns, it becomes easier. Most recent work on time series queries concentrates only on how to identify a given pattern from a time series. Researchers do not consider the problem of identifying a suitable set of time points for segmenting the time series in accordance with a given set of pattern templates (e.g., a set of technical patterns for stock analysis). On the other hand, using fixed length segmentation is a primitive approach to this problem; hence, a dynamic approach (with high controllability) is preferred so that the time series can be segmented flexibly and effectively according to the needs of users and applications. In view of the fact that such a segmentation problem is an optimization problem and evolutionary computation is an appropriate tool to solve it, we propose an evolutionary time series segmentation algorithm. This approach allows a sizeable set of stock patterns to be generated for mining or query. In addition, defining the similarity between time series (or time series segments) is of fundamental importance in fitness computation. By identifying perceptually important points directly from the time domain, time series segments and templates of different lengths can be compared and intuitive pattern matching can be carried out in an effective and efficient manner. Encouraging experimental results are reported from tests that segment the time series of selected Hong Kong stocks.
7E92F5AF	International Conference on Data Mining	mahesh v joshi	2002	On evaluating performance of classifiers for rare classes	pattern classification + precision values + point-metrics + data mining + testing + rare class prediction + learning + classifier evaluation metric + learning artificial intelligence + predictive models + recall + learning (artificial intelligence) + software performance evaluation + software metrics + classifier performance evaluation	AuthorProvided Keywords Not Found	Predicting rare classes effectively is an important problem. The definition of effective classifier, embodied in the classifier evaluation metric, is however very subjective, dependent on the application domain. In this paper a wide variety of point-metrics are put into a common analytical context defined by the recall and precision of the target rare class. This enables us to compare various metrics in an objective, domain-independent manner. We judge their suitability for the rare class problems along the dimensions of learning difficulty and levels of rarity. This yields many valuable insights. In order to address the goal of achieving better recall and precision, we also propose a way of comparing classifiers directly based on the relationships between recall and precision values. It resorts to a composite point-metric only when recall-precision based comparisons yield conflicting results.
7D3F5CB2	International Conference on Data Mining	loongfah cheong + ankush mittal	2002	Employing discrete Bayes error rate for discretization and feature selection tasks	learning automata + video databases + image classification + data mining + large database + K-nearest neighbor classifier + feature selection tasks + SVM + decision tree + discrete approximation + k nearest neighbor + computer science + very large databases + probability distribution + discrete Bayes error rate + feature selection + support vector machines + svm + video classification problem + classification + neural network classifier + error rate + minimization + decision trees + class-pair discriminatory measure + Bayes methods + discretization + neural nets	AuthorProvided Keywords Not Found	The tasks of discretization and feature selection are frequently used to improve classification accuracy. We use discrete approximation of Bayes error rate to perform discretization on the features. The discretization procedure targets minimization of Bayes error rate within each partition. A class-pair discriminatory measure can be defined on discretized partitions which forms the basis of the feature selection algorithm. A small value of this measure for a class-pair indicates that the class-pair in consideration is confusing and the features which distinguish them well should be chosen first. A video classification problem on a large database is considered for showing the comparison of a classifier using our discretization and feature selection tasks with SVM, neural network classifier, decision trees and K-nearest neighbor classifier.
7E76E86E	International Conference on Data Mining	yoshitsugu kakemoto + ryota suzuki + mariko yohda + akira okada + makiko saitoarita	2002	Demand forecasting by the neural network with discrete Fourier transform	discrete fourier transform + supply chains + data mining + indexation + neural networks + neural network + sales results + frequency + product properties + indexes + very large databases + time series data + economic indicator + demand forecasting + discrete Fourier transforms + fourier transforms + time series + marketing data processing + fourier transform + discrete Fourier transform + marketing + supply chain management + economic indicators + economic forecasting + neural nets	AuthorProvided Keywords Not Found	This paper proposes a new demand forecasting method using a neural network and Fourier transform. In this method, time series data of sales results considered as a combination of frequency are transformed into several frequency data. They are identified from objective indexes that consist of product properties or economic indicators and so forth. This method is efficient for demand forecasting aimed at new products that have no historical data.
7E89E665	International Conference on Data Mining	teresa mah + ying li	2002	Visually mining Web user clickpaths	visual representation + data analysis + data mining + packaging + feedback + clickpath mining methods + navigation + clickpath visualizer PAVE + interactive representation + data visualization + Internet + clickpath visualization + internet + Web user clickpaths mining + mineable knowledge	AuthorProvided Keywords Not Found	As powerful as clickpath mining methods can be, they often lead to huge incomprehensible and non-interesting result sets. Our clickpath mining practice at MSN was faced with challenges of keeping analysts closer to the data exploration process, revealing powerful insight from clickpath mining that business owners can directly act upon. These challenges stressed the importance of an interactive and visual representation of clickpath mining results. Most products today that can perform clickpath visualization do so by presenting massive cross-weaving web graphs. We present a new type of clickpath visualization which focuses only on clickpaths of interest, simplifying the visualization space while still retaining the same degree of mineable knowledge in the data. We also describe visualization techniques we have used to enhance the detection of interesting clickpath patterns from data, and provide a real-life case study that has benefited from the use of our implemented clickpath visualizer PAVE.
7F040391	International Conference on Data Mining	liqiang geng + howard j hamilton	2002	ESRS: a case selection algorithm using extended similarity-based rough sets	complexity + rough sets + case based reasoning + case selection + data mining + accuracy + set theory + machine learning + frequency + ESRS + case base reasoning + learning artificial intelligence + computer science + clustering algorithms + case-based reasoning + computer aided software engineering + rough set + rough set theory + learning (artificial intelligence)	AuthorProvided Keywords Not Found	A case selection algorithm selects representative cases from a large data set for future case-based reasoning tasks. This paper proposes the ESRS algorithm, based on extended similarity-based rough set theory, which selects a reasonable number of the representative cases while maintaining satisfactory classification accuracy. It also can handle noise and inconsistent data. Experimental results on synthetic and real sets of cases showed that its predictive accuracy is similar to that of well-known machine learning systems on standard data sets, while it has the advantage of being applicable to any data set where a similarity function can be defined.
80B6270C	International Conference on Data Mining	jiawei han + kevin chenchuan chang + hwanjo yu	2002	Heterogeneous learner for Web page classification	document handling + pattern classification + search engines + web pages + testing + classification accuracy + machine learning + heterogeneous learner + decision list + linear separator + learning artificial intelligence + computer science + feature extraction + xml + training data + low-margin data + Web sites + learning (artificial intelligence) + machine learning algorithms + Web page classification	AuthorProvided Keywords Not Found	"Classification of an interesting class of Web pages has been an interesting problem. Typical machine learning algorithms for this problem require two classes of data for training: positive and negative training examples. However in application to Web page classification, gathering an unbiased sample of negative examples appears to be difficult. We propose a heterogeneous learning framework for classifying Web pages, which (1) eliminates the need for negative training data, and (2) increases classification accuracy by using two heterogeneous learners. Our framework uses two heterogeneous learners-a decision list and a linear separator which complement each other-to eliminate the need for negative training data in the training phase and to increase the accuracy in the testing phase. Our results show that our heterogeneous framework achieves high accuracy without requiring negative training data; it enhances the accuracy of linear separators by reducing the errors on ""low-margin data"". That is, it classifies more accurately while requiring less human efforts in training."
7D2F738D	International Conference on Data Mining	qiang yang + hong cheng	2002	Mining case bases for action recommendation	profitability + case based reasoning + nearest neighbor algorithm + corporate data + data mining + marketing management + artificial intelligence + informed advice + telecommunications + nearest neighbor + computer science + customers + databases + marketing strategy + action recommendation + marketing strategies + case bases mining + direct marketing + role models + corporations + case base reasoning + institutions + cost effectiveness + case-based reasoning + computer aided software engineering + employees + nearest-neighbor algorithm + finance + business data processing	AuthorProvided Keywords Not Found	Corporations and institutions are often interested in deriving marketing strategies from corporate data and providing informed advice for their customers or employees. For example, a financial institution may derive marketing strategies for turning their reluctant customers into active ones and a telecommunications company may plan actions to stop their valuable customers from leaving. In data mining terms, these advice and action plans are aimed at converting individuals from an undesirable class to a desirable one, or to help devising a direct-marketing plan in order to increase the profit for the institution. We present an approach which uses 'role models' for generating such advice and plans. These role models are typical cases that form a case base and can be used for customer advice generation. For each new customer seeking advice, a nearest-neighbor algorithm is used to find a cost-effective and highly probable plan for switching a customer to the most desirable role models. We explore the tradeoff among time, space and quality of computation in this case-based reasoning framework. We demonstrate the effectiveness of the methods through empirical results.
7D875632	International Conference on Data Mining	wesley w chu + baojing lu + qinghua zou	2002	SmartMiner: a depth first algorithm guided by tail information for mining maximal frequent itemsets	pattern analysis + sampling methods + enumeration trees + data mining + tail + testing + Connect + Mushroom + association rules + datasets + tree searching + transactions + computation complexity + maximal frequent itemsets + computer science + heuristic select function + SmartMiner + discovering association rules + depth first search	eol>Data mining + frequent patterns + maximal frequent pattern + tail information + search space pruning	Maximal frequent itemsets (MR) are crucial to many tasks in data mining. Since the MaxMiner algorithm first introduced enumeration trees for mining MR in 1998, several methods have been proposed to use depth first search to improve performance. To further improve the performance of mining MR, we proposed a technique that takes advantage of the information gathered from previous steps to discover new MR. More specifically, our algorithm called SmartMiner gathers and passes tail information and uses a heuristic select function which uses the tail information to select the next node to explore. Compared with Mafia and GenMax, SmartMiner generates a smaller search tree, requires a smaller number of support counting, and does not require superset checking. Using the datasets Mushroom and Connect, our experimental study reveals that SmartMiner generates the same MFI as Mafia and GenMax, but yields an order of magnitude improvement in speed.
7F03B3C7	International Conference on Data Mining	angela nebot + luis carlos molina + lluis a belanche	2002	Feature selection algorithms: a survey and experimental evaluation	probability + data mining + experimental evaluation + impedance matching + performance + sample data sets + scoring measure + very large databases + feature selection algorithms + supervised inductive learning + noise reduction + survey + feature selection + learning by example	AuthorProvided Keywords Not Found	In view of the substantial number of existing feature selection algorithms, the need arises to count on criteria that enables to adequately decide which algorithm to use in certain situations. This work assesses the performance of several fundamental algorithms found in the literature in a controlled scenario. A scoring measure ranks the algorithms by taking into account the amount of relevance, irrelevance and redundance on sample data sets. This measure computes the degree of matching between the output given by the algorithm and the known optimal solution. Sample size effects are also studied.
7DC2C270	International Conference on Data Mining	giuseppe psaila + rosa meo	2002	Toward XML-based knowledge discovery systems	XDM + data model + pattern analysis + database management system + open systems + data analysis + heterogeneous mined patterns + data mining + information retrieval + knowledge discovery + data models + deductive databases + xml + XML + knowledge discovery systems + inductive databases + hypermedia markup languages	AuthorProvided Keywords Not Found	Inductive databases are intended to be general purpose databases in which both source data and mined patterns can be represented, retrieved and manipulated. However, the heterogeneity of models for mined patterns makes difficult to realize them. In this paper, we explore the feasibility of using XML as the unifying framework for inductive databases, introducing a suitable data model called XDM (XML for data mining). XDM is designed to describe source raw data, heterogeneous mined patterns and data mining statements, so that they can be stored inside a unique XML-based inductive database.
